"first_pos";"last_pos";"first_neg";"last_neg"
"1";85.3809523809524;83.75;86.4760233918129;84.698252688172
"2";77.8350877192982;71.8994708994709;79.8929824561404;72.9672491039427
"3";63.8166666666667;67.25;64.8333333333333;67.565188172043
"4";82.056015037594;78.875;81.7491228070175;79.4375
"5";74.7333333333333;74.7546296296296;76.9333333333333;77.4724462365591
"6";107.630214424951;88.2063492063492;107.121929824562;88.69187178876
"7";82.1271535783904;73.2681150793651;83.897716374269;74.790649253941
"8";73.0236842105263;69.9166666666667;73.8754385964912;70.1408744705116
"9";88.6429824561404;88.9583333333333;90.55;90.7046370967742
"10";67.3563492063492;68.7083333333333;69.4033834586466;69.1931594167482
"11";82.5827485380117;72.9880952380952;83.2226817042607;73.9335166177908
"12";79.40664160401;77.0416666666667;80.0201754385965;77.0968149234278
"13";72.784126984127;72.3333333333333;74.4535087719298;76.3854166666667
"14";74.9008771929825;84.6083333333333;74.7791910331384;85.1453615790031
