"fb_first_pos";"tr_first_pos";"fb_first_neg";"tr_first_neg";"fb_last_pos";"tr_last_pos";"fb_last_neg";"tr_last_neg"
"1";0.494183982378036;0.950331367673144;0.829101035302596;0.239559400404202;0.711997648492324;0.651878357195815;0.23191361205011;0.447733944372536
"2";1.31085190078845;0.57830928513348;0.860852123227185;1.00769352042768;1.36763303874768;1.16328675666255;0.489830188745895;0.528815481680009
"3";0.191478125297763;0.107164859704085;0.113654617377843;0.267332537058426;0.263156583455161;0.319827698761522;0.164196686895883;0.196603218148704
"4";0.217347967940038;0.120690157217399;0.241535747180128;0.177083642599622;0.452952261048241;0.261217505899563;0.142675534973331;0.0715340399123312
"5";0.142129934444412;0.0744845421181351;0.176482928395965;0.0798146788721641;0.134306114799532;0.254384473911315;0.227082817032551;0.0860521505762265
"6";0.149084489484949;0.140333920793868;0.186346701175339;0.132768417023346;0.405890119859789;0.261925037620808;0.170850114757241;0.182338347480457
"7";0.386257923223903;0.287215941604301;0.408063035510063;0.277552936471029;0.337673309931701;0.421992752478612;0.45749170304347;0.249236269333777
"8";0.21880500580395;0.159694187103655;0.234968402493018;0.116715788934549;0.259875861478886;0.3039090316505;0.0953888725353673;0.17904130510732
"9";0.250478708058493;0.200143896759899;0.361245802530286;0.285671999277808;0.353302000042423;0.1700295133051;0.170316647575284;0.0902041558798285
"10";0.409569048159236;0.232281346711128;0.494276738731198;0.195714622390404;0.744599056071795;0.422669410767709;0.357583606954399;0.339566243784249
"11";0.289553807512324;0.320505984985001;0.396153258893647;0.232806392890538;0.451199347490144;0.464572716627004;0.46669362110528;0.235463563030168
"12";0.331523582391264;0.245160830859002;0.31264664310712;0.29894458924595;0.252181405587057;0.282637240713184;0.204854716697339;0.185094909310673
"13";0.0526341257631592;0.0555601855802824;0.0724567514544781;0.0429506048593648;0.0714521203221082;0.105640290112097;0.0414716120888687;0.0166607892944366
"14";0.260983312004937;0.328474735901181;0.192532903390245;0.321581765157774;0.782557613508005;0.317263572371243;0.39539898777457;0.313319310120591
